timestamp,resource,metric_name,value,unit,alarm_name,alarm_state
15/07/2026 17:00,MediCore-Web-VM-01,NetworkIn,3057325,Bytes,,OK
15/07/2026 17:00,MediCore-Web-VM-01,NetworkOut,2559704,Bytes,,OK
15/07/2026 17:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
15/07/2026 17:00,medicore-db,CPUUtilization,13.25,Percent,,OK
15/07/2026 18:00,MediCore-Web-VM-01,CPUUtilization,18.91,Percent,,OK
15/07/2026 18:00,MediCore-Web-VM-01,NetworkIn,3854983,Bytes,,OK
15/07/2026 18:00,MediCore-Web-VM-01,NetworkOut,2688261,Bytes,,OK
15/07/2026 18:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
15/07/2026 18:00,medicore-db,CPUUtilization,20.66,Percent,,OK
15/07/2026 19:00,MediCore-Web-VM-01,CPUUtilization,1.45,Percent,,OK
15/07/2026 19:00,MediCore-Web-VM-01,NetworkIn,1784356,Bytes,,OK
15/07/2026 19:00,MediCore-Web-VM-01,NetworkOut,1048280,Bytes,,OK
15/07/2026 19:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
15/07/2026 19:00,medicore-db,CPUUtilization,6.77,Percent,,OK
15/07/2026 20:00,MediCore-Web-VM-01,CPUUtilization,3.16,Percent,,OK
15/07/2026 20:00,MediCore-Web-VM-01,NetworkIn,1260932,Bytes,,OK
15/07/2026 20:00,MediCore-Web-VM-01,NetworkOut,750496,Bytes,,OK
15/07/2026 20:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
15/07/2026 20:00,medicore-db,CPUUtilization,12.69,Percent,,OK
15/07/2026 21:00,MediCore-Web-VM-01,CPUUtilization,1,Percent,,OK
15/07/2026 21:00,MediCore-Web-VM-01,NetworkIn,1551013,Bytes,,OK
15/07/2026 21:00,MediCore-Web-VM-01,NetworkOut,1479093,Bytes,,OK
15/07/2026 21:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
15/07/2026 21:00,medicore-db,CPUUtilization,10.23,Percent,,OK
15/07/2026 22:00,MediCore-Web-VM-01,CPUUtilization,13.86,Percent,,OK
15/07/2026 22:00,MediCore-Web-VM-01,NetworkIn,1020358,Bytes,,OK
15/07/2026 22:00,MediCore-Web-VM-01,NetworkOut,716087,Bytes,,OK
15/07/2026 22:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
15/07/2026 22:00,medicore-db,CPUUtilization,8.53,Percent,,OK
15/07/2026 23:00,MediCore-Web-VM-01,CPUUtilization,2.33,Percent,,OK
15/07/2026 23:00,MediCore-Web-VM-01,NetworkIn,1087100,Bytes,,OK
15/07/2026 23:00,MediCore-Web-VM-01,NetworkOut,1102025,Bytes,,OK
15/07/2026 23:00,MediCore-Web-VM-01,FailedSSHAttempts,3,Count,Failed-SSH-Attempts,ALARM
15/07/2026 23:00,medicore-db,CPUUtilization,6.74,Percent,,OK
16/07/2026 00:00,MediCore-Web-VM-01,CPUUtilization,6.64,Percent,,OK
16/07/2026 00:00,MediCore-Web-VM-01,NetworkIn,738572,Bytes,,OK
16/07/2026 00:00,MediCore-Web-VM-01,NetworkOut,901968,Bytes,,OK
16/07/2026 00:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 00:00,medicore-db,CPUUtilization,5.02,Percent,,OK
16/07/2026 01:00,MediCore-Web-VM-01,CPUUtilization,16.29,Percent,,OK
16/07/2026 01:00,MediCore-Web-VM-01,NetworkIn,657264,Bytes,,OK
16/07/2026 01:00,MediCore-Web-VM-01,NetworkOut,1286570,Bytes,,OK
16/07/2026 01:00,MediCore-Web-VM-01,FailedSSHAttempts,2,Count,,OK
16/07/2026 01:00,medicore-db,CPUUtilization,7.98,Percent,,OK
16/07/2026 02:00,MediCore-Web-VM-01,CPUUtilization,14.53,Percent,,OK
16/07/2026 02:00,MediCore-Web-VM-01,NetworkIn,19100205,Bytes,High-NetworkIn-WebVM,ALARM
16/07/2026 02:00,MediCore-Web-VM-01,NetworkOut,1336794,Bytes,,OK
16/07/2026 02:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
16/07/2026 02:00,medicore-db,CPUUtilization,10.77,Percent,,OK
16/07/2026 03:00,MediCore-Web-VM-01,CPUUtilization,22.17,Percent,,OK
16/07/2026 03:00,MediCore-Web-VM-01,NetworkIn,950278,Bytes,,OK
16/07/2026 03:00,MediCore-Web-VM-01,NetworkOut,1178060,Bytes,,OK
16/07/2026 03:00,MediCore-Web-VM-01,FailedSSHAttempts,2,Count,,OK
16/07/2026 03:00,medicore-db,CPUUtilization,7.52,Percent,,OK
16/07/2026 04:00,MediCore-Web-VM-01,CPUUtilization,13.46,Percent,,OK
16/07/2026 04:00,MediCore-Web-VM-01,NetworkIn,1632348,Bytes,,OK
16/07/2026 04:00,MediCore-Web-VM-01,NetworkOut,1508535,Bytes,,OK
16/07/2026 04:00,MediCore-Web-VM-01,FailedSSHAttempts,2,Count,,OK
16/07/2026 04:00,medicore-db,CPUUtilization,11.57,Percent,,OK
16/07/2026 05:00,MediCore-Web-VM-01,CPUUtilization,22.53,Percent,,OK
16/07/2026 05:00,MediCore-Web-VM-01,NetworkIn,1714150,Bytes,,OK
16/07/2026 05:00,MediCore-Web-VM-01,NetworkOut,422751,Bytes,,OK
16/07/2026 05:00,MediCore-Web-VM-01,FailedSSHAttempts,3,Count,Failed-SSH-Attempts,ALARM
16/07/2026 05:00,medicore-db,CPUUtilization,4.35,Percent,,OK
16/07/2026 06:00,MediCore-Web-VM-01,CPUUtilization,20.77,Percent,,OK
16/07/2026 06:00,MediCore-Web-VM-01,NetworkIn,1146028,Bytes,,OK
16/07/2026 06:00,MediCore-Web-VM-01,NetworkOut,1070575,Bytes,,OK
16/07/2026 06:00,MediCore-Web-VM-01,FailedSSHAttempts,2,Count,,OK
16/07/2026 06:00,medicore-db,CPUUtilization,5.74,Percent,,OK
16/07/2026 07:00,MediCore-Web-VM-01,CPUUtilization,24.79,Percent,,OK
16/07/2026 07:00,MediCore-Web-VM-01,NetworkIn,450375,Bytes,,OK
16/07/2026 07:00,MediCore-Web-VM-01,NetworkOut,1141236,Bytes,,OK
16/07/2026 07:00,MediCore-Web-VM-01,FailedSSHAttempts,13,Count,Failed-SSH-Attempts,ALARM
16/07/2026 07:00,medicore-db,CPUUtilization,5.43,Percent,,OK
16/07/2026 08:00,MediCore-Web-VM-01,CPUUtilization,37.69,Percent,,OK
16/07/2026 08:00,MediCore-Web-VM-01,NetworkIn,3847780,Bytes,,OK
16/07/2026 08:00,MediCore-Web-VM-01,NetworkOut,2762371,Bytes,,OK
16/07/2026 08:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 08:00,medicore-db,CPUUtilization,12.17,Percent,,OK
16/07/2026 09:00,MediCore-Web-VM-01,CPUUtilization,38.55,Percent,,OK
16/07/2026 09:00,MediCore-Web-VM-01,NetworkIn,4444578,Bytes,,OK
16/07/2026 09:00,MediCore-Web-VM-01,NetworkOut,2459899,Bytes,,OK
16/07/2026 09:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 09:00,medicore-db,CPUUtilization,16.99,Percent,,OK
16/07/2026 10:00,MediCore-Web-VM-01,CPUUtilization,33.25,Percent,,OK
16/07/2026 10:00,MediCore-Web-VM-01,NetworkIn,4459758,Bytes,,OK
16/07/2026 10:00,MediCore-Web-VM-01,NetworkOut,13560993,Bytes,High-NetworkOut-WebVM,ALARM
16/07/2026 10:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 10:00,medicore-db,CPUUtilization,23.34,Percent,,OK
16/07/2026 11:00,MediCore-Web-VM-01,CPUUtilization,25.81,Percent,,OK
16/07/2026 11:00,MediCore-Web-VM-01,NetworkIn,2907610,Bytes,,OK
16/07/2026 11:00,MediCore-Web-VM-01,NetworkOut,4000174,Bytes,,OK
16/07/2026 11:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 11:00,medicore-db,CPUUtilization,17.62,Percent,,OK
16/07/2026 12:00,MediCore-Web-VM-01,CPUUtilization,26.75,Percent,,OK
16/07/2026 12:00,MediCore-Web-VM-01,NetworkIn,4248093,Bytes,,OK
16/07/2026 12:00,MediCore-Web-VM-01,NetworkOut,2059843,Bytes,,OK
16/07/2026 12:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 12:00,medicore-db,CPUUtilization,18.42,Percent,,OK
16/07/2026 13:00,MediCore-Web-VM-01,CPUUtilization,29.46,Percent,,OK
16/07/2026 13:00,MediCore-Web-VM-01,NetworkIn,3464143,Bytes,,OK
16/07/2026 13:00,MediCore-Web-VM-01,NetworkOut,3211156,Bytes,,OK
16/07/2026 13:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 13:00,medicore-db,CPUUtilization,17.55,Percent,,OK
16/07/2026 14:00,MediCore-Web-VM-01,CPUUtilization,14.46,Percent,,OK
16/07/2026 14:00,MediCore-Web-VM-01,NetworkIn,5246903,Bytes,,OK
16/07/2026 14:00,MediCore-Web-VM-01,NetworkOut,2661292,Bytes,,OK
16/07/2026 14:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 14:00,medicore-db,CPUUtilization,12.03,Percent,,OK
16/07/2026 15:00,MediCore-Web-VM-01,CPUUtilization,19.85,Percent,,OK
16/07/2026 15:00,MediCore-Web-VM-01,NetworkIn,5158823,Bytes,,OK
16/07/2026 15:00,MediCore-Web-VM-01,NetworkOut,2768537,Bytes,,OK
16/07/2026 15:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 15:00,medicore-db,CPUUtilization,19.73,Percent,,OK
16/07/2026 16:00,MediCore-Web-VM-01,CPUUtilization,13.94,Percent,,OK
16/07/2026 16:00,MediCore-Web-VM-01,NetworkIn,3615522,Bytes,,OK
16/07/2026 16:00,MediCore-Web-VM-01,NetworkOut,3548398,Bytes,,OK
16/07/2026 16:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 16:00,medicore-db,CPUUtilization,17.21,Percent,,OK
16/07/2026 17:00,MediCore-Web-VM-01,CPUUtilization,58.39,Percent,,OK
16/07/2026 17:00,MediCore-Web-VM-01,NetworkIn,5353479,Bytes,,OK
16/07/2026 17:00,MediCore-Web-VM-01,NetworkOut,3206937,Bytes,,OK
16/07/2026 17:00,MediCore-Web-VM-01,FailedSSHAttempts,2,Count,,OK
16/07/2026 17:00,medicore-db,CPUUtilization,19.57,Percent,,OK
16/07/2026 18:00,MediCore-Web-VM-01,CPUUtilization,19.75,Percent,,OK
16/07/2026 18:00,MediCore-Web-VM-01,NetworkIn,4312402,Bytes,,OK
16/07/2026 18:00,MediCore-Web-VM-01,NetworkOut,3568121,Bytes,,OK
16/07/2026 18:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 18:00,medicore-db,CPUUtilization,23.43,Percent,,OK
16/07/2026 19:00,MediCore-Web-VM-01,CPUUtilization,1,Percent,,OK
16/07/2026 19:00,MediCore-Web-VM-01,NetworkIn,2061147,Bytes,,OK
16/07/2026 19:00,MediCore-Web-VM-01,NetworkOut,254387,Bytes,,OK
16/07/2026 19:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 19:00,medicore-db,CPUUtilization,4.2,Percent,,OK
16/07/2026 20:00,MediCore-Web-VM-01,CPUUtilization,13.1,Percent,,OK
16/07/2026 20:00,MediCore-Web-VM-01,NetworkIn,1136944,Bytes,,OK
16/07/2026 20:00,MediCore-Web-VM-01,NetworkOut,647059,Bytes,,OK
16/07/2026 20:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 20:00,medicore-db,CPUUtilization,7.88,Percent,,OK
16/07/2026 21:00,MediCore-Web-VM-01,CPUUtilization,12.98,Percent,,OK
16/07/2026 21:00,MediCore-Web-VM-01,NetworkIn,1930572,Bytes,,OK
16/07/2026 21:00,MediCore-Web-VM-01,NetworkOut,1014489,Bytes,,OK
16/07/2026 21:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
16/07/2026 21:00,medicore-db,CPUUtilization,9.58,Percent,,OK
16/07/2026 22:00,MediCore-Web-VM-01,CPUUtilization,10.16,Percent,,OK
16/07/2026 22:00,MediCore-Web-VM-01,NetworkIn,787243,Bytes,,OK
16/07/2026 22:00,MediCore-Web-VM-01,NetworkOut,750849,Bytes,,OK
16/07/2026 22:00,MediCore-Web-VM-01,FailedSSHAttempts,3,Count,Failed-SSH-Attempts,ALARM
16/07/2026 22:00,medicore-db,CPUUtilization,1.24,Percent,,OK
16/07/2026 23:00,MediCore-Web-VM-01,CPUUtilization,5.15,Percent,,OK
16/07/2026 23:00,MediCore-Web-VM-01,NetworkIn,191543,Bytes,,OK
16/07/2026 23:00,MediCore-Web-VM-01,NetworkOut,1034658,Bytes,,OK
16/07/2026 23:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
16/07/2026 23:00,medicore-db,CPUUtilization,7.96,Percent,,OK
17/07/2026 00:00,MediCore-Web-VM-01,CPUUtilization,21.07,Percent,,OK
17/07/2026 00:00,MediCore-Web-VM-01,NetworkIn,1263050,Bytes,,OK
17/07/2026 00:00,MediCore-Web-VM-01,NetworkOut,941365,Bytes,,OK
17/07/2026 00:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 00:00,medicore-db,CPUUtilization,9.21,Percent,,OK
17/07/2026 01:00,MediCore-Web-VM-01,CPUUtilization,6.68,Percent,,OK
17/07/2026 01:00,MediCore-Web-VM-01,NetworkIn,977841,Bytes,,OK
17/07/2026 01:00,MediCore-Web-VM-01,NetworkOut,1129220,Bytes,,OK
17/07/2026 01:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
17/07/2026 01:00,medicore-db,CPUUtilization,8.24,Percent,,OK
17/07/2026 02:00,MediCore-Web-VM-01,CPUUtilization,24.39,Percent,,OK
17/07/2026 02:00,MediCore-Web-VM-01,NetworkIn,89475,Bytes,,OK
17/07/2026 02:00,MediCore-Web-VM-01,NetworkOut,688911,Bytes,,OK
17/07/2026 02:00,MediCore-Web-VM-01,FailedSSHAttempts,4,Count,Failed-SSH-Attempts,ALARM
17/07/2026 02:00,medicore-db,CPUUtilization,5.36,Percent,,OK
17/07/2026 03:00,MediCore-Web-VM-01,CPUUtilization,16.32,Percent,,OK
17/07/2026 03:00,MediCore-Web-VM-01,NetworkIn,2151171,Bytes,,OK
17/07/2026 03:00,MediCore-Web-VM-01,NetworkOut,756826,Bytes,,OK
17/07/2026 03:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
17/07/2026 03:00,medicore-db,CPUUtilization,1,Percent,,OK
17/07/2026 04:00,MediCore-Web-VM-01,CPUUtilization,19.82,Percent,,OK
17/07/2026 04:00,MediCore-Web-VM-01,NetworkIn,869685,Bytes,,OK
17/07/2026 04:00,MediCore-Web-VM-01,NetworkOut,621909,Bytes,,OK
17/07/2026 04:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
17/07/2026 04:00,medicore-db,CPUUtilization,8.86,Percent,,OK
17/07/2026 05:00,MediCore-Web-VM-01,CPUUtilization,20.94,Percent,,OK
17/07/2026 05:00,MediCore-Web-VM-01,NetworkIn,1523907,Bytes,,OK
17/07/2026 05:00,MediCore-Web-VM-01,NetworkOut,379574,Bytes,,OK
17/07/2026 05:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 05:00,medicore-db,CPUUtilization,6.2,Percent,,OK
17/07/2026 06:00,MediCore-Web-VM-01,CPUUtilization,20.38,Percent,,OK
17/07/2026 06:00,MediCore-Web-VM-01,NetworkIn,2409423,Bytes,,OK
17/07/2026 06:00,MediCore-Web-VM-01,NetworkOut,153699,Bytes,,OK
17/07/2026 06:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 06:00,medicore-db,CPUUtilization,3.02,Percent,,OK
17/07/2026 07:00,MediCore-Web-VM-01,CPUUtilization,30.08,Percent,,OK
17/07/2026 07:00,MediCore-Web-VM-01,NetworkIn,1299435,Bytes,,OK
17/07/2026 07:00,MediCore-Web-VM-01,NetworkOut,1418579,Bytes,,OK
17/07/2026 07:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
17/07/2026 07:00,medicore-db,CPUUtilization,2.81,Percent,,OK
17/07/2026 08:00,MediCore-Web-VM-01,CPUUtilization,41.52,Percent,,OK
17/07/2026 08:00,MediCore-Web-VM-01,NetworkIn,13789583,Bytes,High-NetworkIn-WebVM,ALARM
17/07/2026 08:00,MediCore-Web-VM-01,NetworkOut,8808520,Bytes,,OK
17/07/2026 08:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 08:00,medicore-db,CPUUtilization,15.97,Percent,,OK
17/07/2026 09:00,MediCore-Web-VM-01,CPUUtilization,34.67,Percent,,OK
17/07/2026 09:00,MediCore-Web-VM-01,NetworkIn,3549007,Bytes,,OK
17/07/2026 09:00,MediCore-Web-VM-01,NetworkOut,3677985,Bytes,,OK
17/07/2026 09:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 09:00,medicore-db,CPUUtilization,18.58,Percent,,OK
17/07/2026 10:00,MediCore-Web-VM-01,CPUUtilization,32.67,Percent,,OK
17/07/2026 10:00,MediCore-Web-VM-01,NetworkIn,1565281,Bytes,,OK
17/07/2026 10:00,MediCore-Web-VM-01,NetworkOut,2865868,Bytes,,OK
17/07/2026 10:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 10:00,medicore-db,CPUUtilization,17.23,Percent,,OK
17/07/2026 11:00,MediCore-Web-VM-01,CPUUtilization,25.77,Percent,,OK
17/07/2026 11:00,MediCore-Web-VM-01,NetworkIn,4804736,Bytes,,OK
17/07/2026 11:00,MediCore-Web-VM-01,NetworkOut,3262605,Bytes,,OK
17/07/2026 11:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
17/07/2026 11:00,medicore-db,CPUUtilization,25.62,Percent,,OK
17/07/2026 12:00,MediCore-Web-VM-01,CPUUtilization,21.66,Percent,,OK
17/07/2026 12:00,MediCore-Web-VM-01,NetworkIn,4606249,Bytes,,OK
17/07/2026 12:00,MediCore-Web-VM-01,NetworkOut,2948211,Bytes,,OK
17/07/2026 12:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 12:00,medicore-db,CPUUtilization,18.35,Percent,,OK
17/07/2026 13:00,MediCore-Web-VM-01,CPUUtilization,29.47,Percent,,OK
17/07/2026 13:00,MediCore-Web-VM-01,NetworkIn,4089628,Bytes,,OK
17/07/2026 13:00,MediCore-Web-VM-01,NetworkOut,2759330,Bytes,,OK
17/07/2026 13:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 13:00,medicore-db,CPUUtilization,17.57,Percent,,OK
17/07/2026 14:00,MediCore-Web-VM-01,CPUUtilization,10.13,Percent,,OK
17/07/2026 14:00,MediCore-Web-VM-01,NetworkIn,3364362,Bytes,,OK
17/07/2026 14:00,MediCore-Web-VM-01,NetworkOut,3280516,Bytes,,OK
17/07/2026 14:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
17/07/2026 14:00,medicore-db,CPUUtilization,24.1,Percent,,OK
17/07/2026 15:00,MediCore-Web-VM-01,CPUUtilization,12.1,Percent,,OK
17/07/2026 15:00,MediCore-Web-VM-01,NetworkIn,3834898,Bytes,,OK
17/07/2026 15:00,MediCore-Web-VM-01,NetworkOut,2961618,Bytes,,OK
17/07/2026 15:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 15:00,medicore-db,CPUUtilization,19.51,Percent,,OK
17/07/2026 16:00,MediCore-Web-VM-01,CPUUtilization,15.47,Percent,,OK
17/07/2026 16:00,MediCore-Web-VM-01,NetworkIn,5374977,Bytes,,OK
17/07/2026 16:00,MediCore-Web-VM-01,NetworkOut,2901389,Bytes,,OK
17/07/2026 16:00,MediCore-Web-VM-01,FailedSSHAttempts,8,Count,Failed-SSH-Attempts,ALARM
17/07/2026 16:00,medicore-db,CPUUtilization,15.54,Percent,,OK
17/07/2026 17:00,MediCore-Web-VM-01,CPUUtilization,19.41,Percent,,OK
17/07/2026 17:00,MediCore-Web-VM-01,NetworkIn,3807463,Bytes,,OK
17/07/2026 17:00,MediCore-Web-VM-01,NetworkOut,1849039,Bytes,,OK
17/07/2026 17:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 17:00,medicore-db,CPUUtilization,20.27,Percent,,OK
17/07/2026 18:00,MediCore-Web-VM-01,CPUUtilization,18.88,Percent,,OK
17/07/2026 18:00,MediCore-Web-VM-01,NetworkIn,3910457,Bytes,,OK
17/07/2026 18:00,MediCore-Web-VM-01,NetworkOut,2522229,Bytes,,OK
17/07/2026 18:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 18:00,medicore-db,CPUUtilization,18.93,Percent,,OK
17/07/2026 19:00,MediCore-Web-VM-01,CPUUtilization,1,Percent,,OK
17/07/2026 19:00,MediCore-Web-VM-01,NetworkIn,2380999,Bytes,,OK
17/07/2026 19:00,MediCore-Web-VM-01,NetworkOut,1340819,Bytes,,OK
17/07/2026 19:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 19:00,medicore-db,CPUUtilization,4.76,Percent,,OK
17/07/2026 20:00,MediCore-Web-VM-01,CPUUtilization,10.96,Percent,,OK
17/07/2026 20:00,MediCore-Web-VM-01,NetworkIn,587067,Bytes,,OK
17/07/2026 20:00,MediCore-Web-VM-01,NetworkOut,208600,Bytes,,OK
17/07/2026 20:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 20:00,medicore-db,CPUUtilization,9.62,Percent,,OK
17/07/2026 21:00,MediCore-Web-VM-01,CPUUtilization,1,Percent,,OK
17/07/2026 21:00,MediCore-Web-VM-01,NetworkIn,744550,Bytes,,OK
17/07/2026 21:00,MediCore-Web-VM-01,NetworkOut,656437,Bytes,,OK
17/07/2026 21:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
17/07/2026 21:00,medicore-db,CPUUtilization,9.69,Percent,,OK
17/07/2026 22:00,MediCore-Web-VM-01,CPUUtilization,7.24,Percent,,OK
17/07/2026 22:00,MediCore-Web-VM-01,NetworkIn,1032736,Bytes,,OK
17/07/2026 22:00,MediCore-Web-VM-01,NetworkOut,446218,Bytes,,OK
17/07/2026 22:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
17/07/2026 22:00,medicore-db,CPUUtilization,5.51,Percent,,OK
17/07/2026 23:00,MediCore-Web-VM-01,CPUUtilization,12.05,Percent,,OK
17/07/2026 23:00,MediCore-Web-VM-01,NetworkIn,1853108,Bytes,,OK
17/07/2026 23:00,MediCore-Web-VM-01,NetworkOut,519132,Bytes,,OK
17/07/2026 23:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
17/07/2026 23:00,medicore-db,CPUUtilization,8.62,Percent,,OK
18/07/2026 00:00,MediCore-Web-VM-01,CPUUtilization,13.3,Percent,,OK
18/07/2026 00:00,MediCore-Web-VM-01,NetworkIn,1153744,Bytes,,OK
18/07/2026 00:00,MediCore-Web-VM-01,NetworkOut,294491,Bytes,,OK
18/07/2026 00:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
18/07/2026 00:00,medicore-db,CPUUtilization,5.29,Percent,,OK
18/07/2026 01:00,MediCore-Web-VM-01,CPUUtilization,11.58,Percent,,OK
18/07/2026 01:00,MediCore-Web-VM-01,NetworkIn,693662,Bytes,,OK
18/07/2026 01:00,MediCore-Web-VM-01,NetworkOut,2116924,Bytes,,OK
18/07/2026 01:00,MediCore-Web-VM-01,FailedSSHAttempts,3,Count,Failed-SSH-Attempts,ALARM
18/07/2026 01:00,medicore-db,CPUUtilization,10.28,Percent,,OK
18/07/2026 02:00,MediCore-Web-VM-01,CPUUtilization,17.43,Percent,,OK
18/07/2026 02:00,MediCore-Web-VM-01,NetworkIn,1436321,Bytes,,OK
18/07/2026 02:00,MediCore-Web-VM-01,NetworkOut,694061,Bytes,,OK
18/07/2026 02:00,MediCore-Web-VM-01,FailedSSHAttempts,0,Count,,OK
18/07/2026 02:00,medicore-db,CPUUtilization,7.53,Percent,,OK
18/07/2026 03:00,MediCore-Web-VM-01,CPUUtilization,20.52,Percent,,OK
18/07/2026 03:00,MediCore-Web-VM-01,NetworkIn,2040849,Bytes,,OK
18/07/2026 03:00,MediCore-Web-VM-01,NetworkOut,695962,Bytes,,OK
18/07/2026 03:00,MediCore-Web-VM-01,FailedSSHAttempts,1,Count,,OK
18/07/2026 03:00,medicore-db,CPUUtilization,14.23,Percent,,OK
18/07/2026 04:00,MediCore-Web-VM-01,CPUUtilization,12.76,Percent,,OK
18/07/2026 04:00,MediCore-Web-VM-01,NetworkIn,1824687,Bytes,,OK
18/07/2026 04:00,MediCore-Web-VM-01,NetworkOut,947810,Bytes,,OK
18/07/2026 04:00,MediCore-Web-VM-01,FailedSSHAttempts,2,Count,,OK
